ID	ACCESSION-2	Start	End	strand	Chromosome
NCU04869	NCU04869.7	554456	555600	-	supercont10.4 of Neurospora crassa (OR74A)
NCU03950	NCU03950.7	2416656	2418798	+	supercont10.6 of Neurospora crassa (OR74A)
NCU11846	NCU16678.7	2546344	2547259	-	supercont10.3 of Neurospora crassa (OR74A)
NCU06716	NCU06716.7	4370609	4372143	-	supercont10.5 of Neurospora crassa (OR74A)
NCU03316	NCU03316.7	5286209	5288115	-	supercont10.1 of Neurospora crassa (OR74A)
NCU02621	NCU02621.7	2942864	2946577	-	supercont10.1 of Neurospora crassa (OR74A)
NCU01230	NCU01230.7	3300578	3301969	+	supercont10.5 of Neurospora crassa (OR74A)
NCU02074	NCU02074.7	1454933	1457794	+	supercont10.1 of Neurospora crassa (OR74A)
NCU06098	NCU06098.7	2450549	2453734	-	supercont10.7 of Neurospora crassa (OR74A)
NCU06261	NCU06261.7	2105978	2107216	-	supercont10.3 of Neurospora crassa (OR74A)
NCU04185	NCU04185.7	5134463	5137468	+	supercont10.5 of Neurospora crassa (OR74A)
NCU09645	NCU09645.7	55579	56712	+	supercont10.4 of Neurospora crassa (OR74A)
NCU08418	NCU08418.7	3994321	3996413	-	supercont10.2 of Neurospora crassa (OR74A)
NCU07561	NCU07561.7	4353604	4356757	+	supercont10.3 of Neurospora crassa (OR74A)
NCU05763	NCU05763.7	516292	517115	-	supercont10.7 of Neurospora crassa (OR74A)
NCU03768	NCU03768.7	2351916	2354744	-	supercont10.5 of Neurospora crassa (OR74A)
NCU03523	NCU03523.7	368386	372637	-	supercont10.2 of Neurospora crassa (OR74A)
NCU01976	NCU01976.7	1804323	1807024	-	supercont10.1 of Neurospora crassa (OR74A)
NCU11975	NCU17278.7	3744544	3748215	+	supercont10.2 of Neurospora crassa (OR74A)
NCU10652	NCU08767.7	5216134	5218122	-	supercont10.3 of Neurospora crassa (OR74A)
NCU02200	NCU02200.7	894430	896096	-	supercont10.7 of Neurospora crassa (OR74A)
NCU03364	NCU03364.7	959587	963437	+	supercont10.2 of Neurospora crassa (OR74A)
NCU02174	NCU02174.7	992120	993756	+	supercont10.1 of Neurospora crassa (OR74A)
NCU09157	NCU09157.7	193149	197202	+	supercont10.3 of Neurospora crassa (OR74A)
NCU02665	NCU02665.7	3122022	3124887	-	supercont10.1 of Neurospora crassa (OR74A)
NCU09768	NCU09768.7	4291182	4291996	+	supercont10.2 of Neurospora crassa (OR74A)
NCU05628	NCU05628.7	1274355	1274963	-	supercont10.6 of Neurospora crassa (OR74A)
NCU09796	NCU09796.7	1159683	1161114	-	supercont10.6 of Neurospora crassa (OR74A)
NCU03702	NCU03702.7	2139821	2142069	-	supercont10.5 of Neurospora crassa (OR74A)
NCU08993	NCU08993.7	4158267	4164678	+	supercont10.3 of Neurospora crassa (OR74A)
NCU09986	NCU09986.7	3929559	3930991	-	supercont10.7 of Neurospora crassa (OR74A)
NCU00204	NCU00204.7	2995758	2996465	-	supercont10.3 of Neurospora crassa (OR74A)
NCU08309	NCU08309.7	2453120	2455422	-	supercont10.4 of Neurospora crassa (OR74A)
NCU00338	NCU00338.7	3502744	3504179	+	supercont10.3 of Neurospora crassa (OR74A)
NCU01580	NCU01580.7	3030843	3032174	-	supercont10.2 of Neurospora crassa (OR74A)
NCU05965	NCU05965.7	3285675	3286999	+	supercont10.6 of Neurospora crassa (OR74A)
NCU01333	NCU01333.7	3686570	3689516	-	supercont10.5 of Neurospora crassa (OR74A)
NCU08454	NCU08454.7	3578748	3579450	-	supercont10.2 of Neurospora crassa (OR74A)
NCU01022	NCU01022.7	2702522	2704902	+	supercont10.5 of Neurospora crassa (OR74A)
NCU06035	NCU06035.7	2234519	2235903	+	supercont10.7 of Neurospora crassa (OR74A)
NCU02706	NCU02706.7	3264419	3265855	-	supercont10.1 of Neurospora crassa (OR74A)
NCU09820	NCU09820.7	4154992	4159889	-	supercont10.1 of Neurospora crassa (OR74A)
NCU05996	NCU05996.7	3140188	3143845	+	supercont10.6 of Neurospora crassa (OR74A)
NCU06352	NCU06352.7	2811179	2814687	+	supercont10.4 of Neurospora crassa (OR74A)
NCU04694	NCU04694.7	410959	413229	-	supercont10.6 of Neurospora crassa (OR74A)
NCU03276	NCU03276.7	5157797	5159681	+	supercont10.1 of Neurospora crassa (OR74A)
NCU07187	NCU07187.7	6301895	6307121	+	supercont10.5 of Neurospora crassa (OR74A)
NCU03101	NCU03101.7	4556680	4559431	+	supercont10.1 of Neurospora crassa (OR74A)
NCU12087	NCU12087.7	155205	156962	+	supercont10.6 of Neurospora crassa (OR74A)
NCU01047	NCU01047.7	2759615	2762776	+	supercont10.5 of Neurospora crassa (OR74A)
NCU05358	NCU05358.7	1414052	1415503	+	supercont10.2 of Neurospora crassa (OR74A)
NCU03614	NCU03614.7	1849352	1849672	-	supercont10.5 of Neurospora crassa (OR74A)
NCU08620	NCU08620.7	9625332	9626603	-	supercont10.1 of Neurospora crassa (OR74A)
NCU11590	NCU16930.7	379435	380292	+	supercont10.5 of Neurospora crassa (OR74A)
NCU02839	NCU02839.7	8947188	8949365	+	supercont10.1 of Neurospora crassa (OR74A)
NCU07685	NCU07685.7	2241341	2244720	+	supercont10.4 of Neurospora crassa (OR74A)
NCU12157	NCU05115.7	3698328	3700826	+	supercont10.6 of Neurospora crassa (OR74A)
NCU04598	NCU04598.7	1556508	1560197	-	supercont10.5 of Neurospora crassa (OR74A)
NCU06886	NCU06886.7	3591480	3592437	+	supercont10.7 of Neurospora crassa (OR74A)
NCU02088	NCU02088.7	1369550	1371000	-	supercont10.1 of Neurospora crassa (OR74A)
NCU08607	NCU08607.7	9584669	9586684	-	supercont10.1 of Neurospora crassa (OR74A)
NCU00068	NCU00068.7	2496307	2499949	-	supercont10.3 of Neurospora crassa (OR74A)
NCU07213	NCU07213.7	6228735	6229094	-	supercont10.5 of Neurospora crassa (OR74A)
NCU01536	NCU01536.7	3155964	3156568	-	supercont10.2 of Neurospora crassa (OR74A)
NCU11848	NCU11182.7	2552708	2553328	+	supercont10.3 of Neurospora crassa (OR74A)
NCU06320	NCU06320.7	2925831	2928155	+	supercont10.4 of Neurospora crassa (OR74A)
NCU02370	NCU02370.7	1529580	1530330	+	supercont10.7 of Neurospora crassa (OR74A)
NCU01485	NCU01485.7	3338278	3340040	-	supercont10.2 of Neurospora crassa (OR74A)
NCU00391	NCU00391.7	3691733	3692335	-	supercont10.3 of Neurospora crassa (OR74A)
NCU04509	NCU04509.7	3140686	3141497	-	supercont10.4 of Neurospora crassa (OR74A)
NCU03966	NCU03966.7	2368240	2370357	-	supercont10.6 of Neurospora crassa (OR74A)
NCU04324	NCU04324.7	5616710	5618029	-	supercont10.5 of Neurospora crassa (OR74A)
NCU05688	NCU05688.7	513991	514752	+	supercont10.3 of Neurospora crassa (OR74A)
NCU04777	NCU04777.7	780607	782229	-	supercont10.6 of Neurospora crassa (OR74A)
NCU09664	NCU09664.7	108982	109759	-	supercont10.4 of Neurospora crassa (OR74A)
NCU01200	NCU01200.7	3220806	3222308	+	supercont10.5 of Neurospora crassa (OR74A)
NCU09059	NCU09059.7	3766461	3767255	+	supercont10.7 of Neurospora crassa (OR74A)
NCU01053	NCU01053.7	2773635	2776184	-	supercont10.5 of Neurospora crassa (OR74A)
NCU03736	NCU03736.7	2249170	2250506	-	supercont10.5 of Neurospora crassa (OR74A)
NCU02107	NCU02107.7	1261956	1264006	+	supercont10.1 of Neurospora crassa (OR74A)
NCU07520	NCU07520.7	4526737	4527663	+	supercont10.3 of Neurospora crassa (OR74A)
NCU08138	NCU08138.7	751583	752527	-	supercont10.7 of Neurospora crassa (OR74A)
NCU11871	NCU16713.7	3767816	3769147	-	supercont10.3 of Neurospora crassa (OR74A)
NCU03690	NCU03690.7	2090305	2093677	-	supercont10.5 of Neurospora crassa (OR74A)
NCU07740	NCU07740.7	475100	477332	+	supercont10.5 of Neurospora crassa (OR74A)
NCU04448	NCU04448.7	3324610	3327122	+	supercont10.4 of Neurospora crassa (OR74A)
NCU00028	NCU00028.7	2341768	2343678	-	supercont10.3 of Neurospora crassa (OR74A)
NCU09780	NCU09780.7	1094734	1095372	+	supercont10.6 of Neurospora crassa (OR74A)
NCU03504	NCU03504.7	455962	458613	-	supercont10.2 of Neurospora crassa (OR74A)
NCU00052	NCU00052.7	2418803	2421092	-	supercont10.3 of Neurospora crassa (OR74A)
NCU00719	NCU00719.7	7431928	7433279	+	supercont10.1 of Neurospora crassa (OR74A)
NCU05320	NCU05320.7	5338305	5339153	-	supercont10.4 of Neurospora crassa (OR74A)
NCU04503	NCU04503.7	3153074	3154969	+	supercont10.4 of Neurospora crassa (OR74A)
NCU09024	NCU09024.7	3888609	3890543	+	supercont10.7 of Neurospora crassa (OR74A)
NCU06509	NCU06509.7	1684270	1686254	-	supercont10.3 of Neurospora crassa (OR74A)
NCU03449	NCU03449.7	675635	677232	-	supercont10.2 of Neurospora crassa (OR74A)
NCU08507	NCU08507.7	3426155	3427585	-	supercont10.2 of Neurospora crassa (OR74A)
NCU11253	NCU11253.7	893473	894058	-	supercont10.7 of Neurospora crassa (OR74A)
NCU05491	NCU05491.7	1748964	1750991	-	supercont10.6 of Neurospora crassa (OR74A)
NCU02908	NCU02908.7	8730643	8732504	-	supercont10.1 of Neurospora crassa (OR74A)
NCU07578	NCU07578.7	4289312	4291112	+	supercont10.3 of Neurospora crassa (OR74A)
NCU08125	NCU08125.7	804889	806039	-	supercont10.7 of Neurospora crassa (OR74A)
NCU05638	NCU05638.7	1238998	1242190	-	supercont10.6 of Neurospora crassa (OR74A)
NCU04779	NCU04779.7	786711	788542	-	supercont10.6 of Neurospora crassa (OR74A)
NCU01974	NCU01974.7	1811610	1812873	-	supercont10.1 of Neurospora crassa (OR74A)
NCU06176	NCU06176.7	1771574	1773177	-	supercont10.3 of Neurospora crassa (OR74A)
NCU08904	NCU08904.7	692823	694226	+	supercont10.5 of Neurospora crassa (OR74A)
NCU00554	NCU00554.7	8023080	8024705	+	supercont10.1 of Neurospora crassa (OR74A)
NCU01724	NCU01724.7	2630617	2633540	+	supercont10.2 of Neurospora crassa (OR74A)
NCU06289	NCU06289.7	3022503	3023327	-	supercont10.4 of Neurospora crassa (OR74A)
NCU04242	NCU04242.7	5328106	5332056	-	supercont10.5 of Neurospora crassa (OR74A)
NCU07894	NCU07894.7	1428223	1431705	-	supercont10.4 of Neurospora crassa (OR74A)
NCU03077	NCU03077.7	4466741	4469199	+	supercont10.1 of Neurospora crassa (OR74A)
NCU03988	NCU03988.7	2277319	2278647	+	supercont10.6 of Neurospora crassa (OR74A)
NCU00852	NCU00852.7	6956051	6957037	-	supercont10.1 of Neurospora crassa (OR74A)
NCU00324	NCU00324.7	3452089	3455542	-	supercont10.3 of Neurospora crassa (OR74A)
NCU02633	NCU02633.7	3000744	3002662	-	supercont10.1 of Neurospora crassa (OR74A)
NCU04510	NCU04510.7	3139328	3140714	+	supercont10.4 of Neurospora crassa (OR74A)
NCU08378	NCU08378.7	5558886	5562049	+	supercont10.1 of Neurospora crassa (OR74A)
NCU08523	NCU08523.7	5056241	5057244	-	supercont10.3 of Neurospora crassa (OR74A)
NCU09356	NCU09356.7	4227836	4229753	-	supercont10.2 of Neurospora crassa (OR74A)
NCU11565	NCU16489.7	8719196	8722581	+	supercont10.1 of Neurospora crassa (OR74A)
NCU00471	NCU00471.7	3973594	3975760	+	supercont10.3 of Neurospora crassa (OR74A)
NCU04583	NCU04583.7	1608278	1609923	-	supercont10.5 of Neurospora crassa (OR74A)
NCU09295	NCU09295.7	4209655	4211261	+	supercont10.7 of Neurospora crassa (OR74A)
NCU04333	NCU04333.7	5650474	5654591	-	supercont10.5 of Neurospora crassa (OR74A)
NCU05707	NCU05707.7	584541	585538	+	supercont10.3 of Neurospora crassa (OR74A)
NCU00880	NCU00880.7	6881362	6884476	-	supercont10.1 of Neurospora crassa (OR74A)
NCU09036	NCU09036.7	3845457	3846304	+	supercont10.7 of Neurospora crassa (OR74A)
NCU08755	NCU08755.7	5254975	5258174	-	supercont10.3 of Neurospora crassa (OR74A)
NCU02191	NCU02191.7	859941	862293	-	supercont10.7 of Neurospora crassa (OR74A)
NCU00578	NCU00578.7	7947287	7948429	+	supercont10.1 of Neurospora crassa (OR74A)
NCU00898	NCU00898.7	6832860	6835167	-	supercont10.1 of Neurospora crassa (OR74A)
NCU04988	NCU04988.7	1103878	1105069	+	supercont10.4 of Neurospora crassa (OR74A)
NCU00922	NCU00922.7	6718309	6719412	+	supercont10.1 of Neurospora crassa (OR74A)
NCU09411	NCU09411.7	3052302	3053858	+	supercont10.7 of Neurospora crassa (OR74A)
NCU08009	NCU08009.7	3901218	3904661	-	supercont10.4 of Neurospora crassa (OR74A)
NCU00713	NCU00713.7	7460716	7462580	-	supercont10.1 of Neurospora crassa (OR74A)
NCU01240	NCU01240.7	3329158	3331836	+	supercont10.5 of Neurospora crassa (OR74A)
NCU07167	NCU07167.7	6370105	6371322	-	supercont10.5 of Neurospora crassa (OR74A)
NCU08070	NCU08070.7	170930	172912	-	supercont10.1 of Neurospora crassa (OR74A)
NCU02751	NCU02751.7	3432698	3436618	+	supercont10.1 of Neurospora crassa (OR74A)
NCU02041	NCU02041.7	1585582	1587615	+	supercont10.1 of Neurospora crassa (OR74A)
NCU08649	NCU08649.7	4226805	4227545	-	supercont10.4 of Neurospora crassa (OR74A)
NCU11807	NCU16624.7	5835436	5836218	-	supercont10.4 of Neurospora crassa (OR74A)
NCU03580	NCU03580.7	151324	152200	+	supercont10.2 of Neurospora crassa (OR74A)
NCU09333	NCU09333.7	4198139	4201084	+	supercont10.1 of Neurospora crassa (OR74A)
NCU00219	NCU00219.7	3046887	3053061	+	supercont10.3 of Neurospora crassa (OR74A)
NCU10703	NCU10703.7	3385773	3386821	+	supercont10.7 of Neurospora crassa (OR74A)
NCU01829	NCU01829.7	2265244	2266382	+	supercont10.2 of Neurospora crassa (OR74A)
NCU06933	NCU06933.7	3433449	3434025	-	supercont10.7 of Neurospora crassa (OR74A)
NCU06795	NCU06795.7	1911968	1912873	-	supercont10.2 of Neurospora crassa (OR74A)
NCU00657	NCU00657.7	7671242	7672966	-	supercont10.1 of Neurospora crassa (OR74A)
NCU08623	NCU08623.7	9632157	9632730	+	supercont10.1 of Neurospora crassa (OR74A)
NCU11694	NCU16754.7	170336	171694	+	supercont10.4 of Neurospora crassa (OR74A)
NCU05629	NCU05629.7	1272255	1273499	-	supercont10.6 of Neurospora crassa (OR74A)
NCU04138	NCU04138.7	4968091	4969497	-	supercont10.5 of Neurospora crassa (OR74A)
NCU03996	NCU03996.7	2252836	2254256	-	supercont10.6 of Neurospora crassa (OR74A)
NCU09233	NCU09233.7	9467974	9468925	+	supercont10.1 of Neurospora crassa (OR74A)
NCU07062	NCU07062.7	301673	304887	-	supercont10.6 of Neurospora crassa (OR74A)
NCU06698	NCU06698.7	4316605	4319667	-	supercont10.5 of Neurospora crassa (OR74A)
NCU09805	NCU09805.7	4105336	4108496	+	supercont10.1 of Neurospora crassa (OR74A)
NCU09484	NCU09484.7	4426885	4428862	-	supercont10.2 of Neurospora crassa (OR74A)
NCU03857	NCU03857.7	2723270	2725501	-	supercont10.6 of Neurospora crassa (OR74A)
NCU02217	NCU02217.7	957284	958135	+	supercont10.7 of Neurospora crassa (OR74A)
NCU08189	NCU08189.7	4598536	4599913	+	supercont10.3 of Neurospora crassa (OR74A)
NCU01982	NCU01982.7	1785536	1787347	+	supercont10.1 of Neurospora crassa (OR74A)
NCU09471	NCU09471.7	4389610	4392089	-	supercont10.2 of Neurospora crassa (OR74A)
NCU09406	NCU09406.7	3034803	3037482	+	supercont10.7 of Neurospora crassa (OR74A)
NCU07616	NCU07616.7	265462	265918	+	supercont10.4 of Neurospora crassa (OR74A)
NCU03260	NCU03260.7	5108395	5112538	+	supercont10.1 of Neurospora crassa (OR74A)
NCU05350	NCU05350.7	1400284	1402286	-	supercont10.2 of Neurospora crassa (OR74A)
NCU00325	NCU00325.7	3455914	3457360	+	supercont10.3 of Neurospora crassa (OR74A)
NCU02669	NCU02669.7	3136567	3142157	+	supercont10.1 of Neurospora crassa (OR74A)
NCU02955	NCU02955.7	8597333	8599936	+	supercont10.1 of Neurospora crassa (OR74A)
NCU00400	NCU00400.7	3724145	3727379	-	supercont10.3 of Neurospora crassa (OR74A)
NCU01748	NCU01748.7	2553827	2556713	-	supercont10.2 of Neurospora crassa (OR74A)
NCU03071	NCU03071.7	4442344	4447121	-	supercont10.1 of Neurospora crassa (OR74A)
NCU04750	NCU04750.7	670646	675081	+	supercont10.6 of Neurospora crassa (OR74A)
NCU11990	NCU17257.7	4187449	4188672	+	supercont10.2 of Neurospora crassa (OR74A)
NCU01156	NCU01156.7	3070235	3072851	-	supercont10.5 of Neurospora crassa (OR74A)
NCU06161	NCU06161.7	2657855	2658701	+	supercont10.7 of Neurospora crassa (OR74A)
NCU06275	NCU06275.7	2165788	2167548	-	supercont10.3 of Neurospora crassa (OR74A)
NCU00352	NCU00352.7	3544792	3549920	+	supercont10.3 of Neurospora crassa (OR74A)
NCU11730	NCU16803.7	2236583	2240443	+	supercont10.4 of Neurospora crassa (OR74A)
NCU09326	NCU09326.7	4225488	4227910	+	supercont10.1 of Neurospora crassa (OR74A)
NCU06897	NCU06897.7	3554726	3555796	+	supercont10.7 of Neurospora crassa (OR74A)
NCU11633	NCU17008.7	3390068	3390756	-	supercont10.5 of Neurospora crassa (OR74A)
NCU00800	NCU00800.7	7127315	7129121	-	supercont10.1 of Neurospora crassa (OR74A)
NCU08742	NCU08742.7	3860029	3861737	-	supercont10.2 of Neurospora crassa (OR74A)
NCU07812	NCU07812.7	203534	204928	+	supercont10.5 of Neurospora crassa (OR74A)
NCU04368	NCU04368.7	3613837	3615438	+	supercont10.4 of Neurospora crassa (OR74A)
NCU08208	NCU08208.7	4644661	4645491	-	supercont10.3 of Neurospora crassa (OR74A)
NCU02359	NCU02359.7	1499610	1502323	-	supercont10.7 of Neurospora crassa (OR74A)
NCU11301	NCU06103.7	2462810	2466808	+	supercont10.7 of Neurospora crassa (OR74A)
NCU05581	NCU05581.7	1436403	1438236	+	supercont10.6 of Neurospora crassa (OR74A)
NCU02938	NCU02938.7	8637046	8637895	-	supercont10.1 of Neurospora crassa (OR74A)
NCU01396	NCU01396.7	3897358	3898069	-	supercont10.5 of Neurospora crassa (OR74A)
NCU00321	NCU00321.7	3443169	3445932	+	supercont10.3 of Neurospora crassa (OR74A)
NCU06702	NCU06702.7	4332174	4333877	+	supercont10.5 of Neurospora crassa (OR74A)
NCU07286	NCU07286.7	4516098	4517265	+	supercont10.4 of Neurospora crassa (OR74A)
NCU09201	NCU09201.7	5810075	5812151	+	supercont10.1 of Neurospora crassa (OR74A)
NCU11188	NCU11188.7	7782698	7790883	-	supercont10.1 of Neurospora crassa (OR74A)
NCU02753	NCU02753.7	3443089	3445249	-	supercont10.1 of Neurospora crassa (OR74A)
NCU07148	NCU07148.7	6420073	6422165	-	supercont10.5 of Neurospora crassa (OR74A)
NCU01245	NCU01245.7	3355960	3357669	-	supercont10.5 of Neurospora crassa (OR74A)
NCU03336	NCU03336.7	1053305	1056997	-	supercont10.2 of Neurospora crassa (OR74A)
NCU00938	NCU00938.7	6663511	6665574	+	supercont10.1 of Neurospora crassa (OR74A)
NCU01120	NCU01120.7	2963578	2965419	+	supercont10.5 of Neurospora crassa (OR74A)
NCU09148	NCU09148.7	159465	161404	-	supercont10.3 of Neurospora crassa (OR74A)
NCU04379	NCU04379.7	3562633	3565030	-	supercont10.4 of Neurospora crassa (OR74A)
NCU09074	NCU09074.7	764938	765847	-	supercont10.1 of Neurospora crassa (OR74A)
NCU02636	NCU02636.7	3008390	3009619	-	supercont10.1 of Neurospora crassa (OR74A)
NCU05034	NCU05034.7	3980361	3982393	-	supercont10.6 of Neurospora crassa (OR74A)
NCU09194	NCU09194.7	5785875	5787435	-	supercont10.1 of Neurospora crassa (OR74A)
NCU02164	NCU02164.7	1038528	1040752	+	supercont10.1 of Neurospora crassa (OR74A)
NCU02216	NCU02216.7	952879	955376	-	supercont10.7 of Neurospora crassa (OR74A)
NCU03807	NCU03807.7	2474362	2475400	-	supercont10.5 of Neurospora crassa (OR74A)
NCU03441	NCU03441.7	709188	711276	-	supercont10.2 of Neurospora crassa (OR74A)
NCU03810	NCU03810.7	2481632	2482616	+	supercont10.5 of Neurospora crassa (OR74A)
NCU05980	NCU05980.7	3206964	3209231	+	supercont10.6 of Neurospora crassa (OR74A)
NCU09534	NCU09534.7	4498780	4499857	-	supercont10.5 of Neurospora crassa (OR74A)
NCU07337	NCU07337.7	4325636	4326438	+	supercont10.4 of Neurospora crassa (OR74A)
NCU02996	NCU02996.7	8479371	8481631	-	supercont10.1 of Neurospora crassa (OR74A)
NCU02077	NCU02077.7	1444409	1447511	+	supercont10.1 of Neurospora crassa (OR74A)
NCU00230	NCU00230.7	3093225	3096552	+	supercont10.3 of Neurospora crassa (OR74A)
NCU01041	NCU01041.7	2743041	2745014	+	supercont10.5 of Neurospora crassa (OR74A)
NCU06385	NCU06385.7	2692516	2693843	+	supercont10.4 of Neurospora crassa (OR74A)
NCU02878	NCU02878.7	8829211	8831155	-	supercont10.1 of Neurospora crassa (OR74A)
NCU11363	NCU11363.7	195712	197458	+	supercont10.4 of Neurospora crassa (OR74A)
NCU02762	NCU02762.7	3468877	3475594	-	supercont10.1 of Neurospora crassa (OR74A)
NCU04809	NCU04809.7	902543	904749	-	supercont10.6 of Neurospora crassa (OR74A)
NCU12129	NCU17127.7	1959245	1961250	-	supercont10.6 of Neurospora crassa (OR74A)
NCU07614	NCU07614.7	260919	262010	-	supercont10.4 of Neurospora crassa (OR74A)
NCU06616	NCU06616.7	1814706	1816216	+	supercont10.4 of Neurospora crassa (OR74A)
NCU03089	NCU03089.7	4509435	4511165	+	supercont10.1 of Neurospora crassa (OR74A)
NCU11571	NCU16494.7	8878001	8879030	-	supercont10.1 of Neurospora crassa (OR74A)
NCU04135	NCU04135.7	4959936	4961312	-	supercont10.5 of Neurospora crassa (OR74A)
NCU06904	NCU06904.7	3536716	3537302	-	supercont10.7 of Neurospora crassa (OR74A)
NCU03710	NCU03710.7	2169915	2171450	-	supercont10.5 of Neurospora crassa (OR74A)
NCU01506	NCU01506.7	3239642	3240893	-	supercont10.2 of Neurospora crassa (OR74A)
NCU08533	NCU08533.7	5019207	5019830	-	supercont10.3 of Neurospora crassa (OR74A)
NCU11836	NCU16661.7	1875743	1877036	-	supercont10.3 of Neurospora crassa (OR74A)
NCU08809	NCU08809.7	5162199	5164758	-	supercont10.4 of Neurospora crassa (OR74A)
NCU09830	NCU09830.7	538609	542884	+	supercont10.5 of Neurospora crassa (OR74A)
NCU00963	NCU00963.7	6561362	6563310	+	supercont10.1 of Neurospora crassa (OR74A)
NCU02536	NCU02536.7	2654590	2656265	-	supercont10.1 of Neurospora crassa (OR74A)
NCU06084	NCU06084.7	2388913	2389956	+	supercont10.7 of Neurospora crassa (OR74A)
NCU03728	NCU03728.7	2227417	2229956	-	supercont10.5 of Neurospora crassa (OR74A)
NCU01740	NCU01740.7	2585943	2587162	-	supercont10.2 of Neurospora crassa (OR74A)
NCU09472	NCU09472.7	4393055	4396374	+	supercont10.2 of Neurospora crassa (OR74A)
NCU07158	NCU07158.7	6396379	6398854	-	supercont10.5 of Neurospora crassa (OR74A)
NCU01978	NCU01978.7	1793932	1796952	-	supercont10.1 of Neurospora crassa (OR74A)
NCU06921	NCU06921.7	3480879	3482993	+	supercont10.7 of Neurospora crassa (OR74A)
NCU04197	NCU04197.7	5171521	5172304	+	supercont10.5 of Neurospora crassa (OR74A)
NCU11541	NCU16452.7	7593106	7593654	+	supercont10.1 of Neurospora crassa (OR74A)
NCU04009	NCU04009.7	2200638	2202110	+	supercont10.6 of Neurospora crassa (OR74A)
NCU11263	NCU11263.7	2660708	2663652	-	supercont10.6 of Neurospora crassa (OR74A)
NCU04258	NCU04258.7	5391080	5396825	+	supercont10.5 of Neurospora crassa (OR74A)
NCU03591	NCU03591.7	1745594	1751119	-	supercont10.5 of Neurospora crassa (OR74A)
